82,65,0,0
82,65,8,17
81,65,50,80
81,64,88,85
81,64,95,82
81,64,96,86
82,65,95,95
81,64,93,98
81,64,94,102
80,63,95,104
80,63,88,93
79,62,86,90
80,63,88,90
80,62,89,90
80,62,89,90
81,62,92,93
80,61,92,92
80,61,88,88
79,61,89,87
78,61,90,90
79,61,92,89
79,60,90,89
78,60,90,91
79,60,91,89
79,59,89,88
79,59,87,90
79,58,90,93
79,58,92,90
79,58,90,90
80,58,92,92
80,57,93,90
79,57,87,89
78,56,87,89
78,56,89,91
78,56,91,90
78,56,90,88
79,55,90,90
79,56,94,91
79,56,94,89
79,56,88,89
79,56,88,92
79,56,93,90
79,57,90,89
79,57,87,89
80,58,91,94
80,60,91,92
80,60,89,91
80,60,91,93
80,61,91,91
80,61,91,87
80,62,87,85
81,63,89,90
81,64,93,89
81,63,89,87
80,64,87,89
80,64,87,93
79,63,89,90
79,63,88,88
79,63,89,93
77,64,91,92
76,64,93,91
74,63,87,90
71,63,90,92
67,63,91,89
63,64,88,87
57,64,88,90
49,64,93,89
44,64,72,90
41,64,59,98
38,64,59,100
33,64,20,100
30,64,20,97
26,64,8,97
25,64,8,95
25,64,3,94
25,64,3,97
24,64,0,96
26,64,2,92
28,63,2,95
31,63,6,99
33,64,6,101
35,64,6,104
37,64,6,103
39,64,6,101
41,64,2,101
43,64,2,100
44,63,2,99
47,63,2,101
48,63,0,102
50,64,0,98
52,63,0,99
54,62,0,99
56,63,0,98
59,63,3,96
61,63,17,95
59,63,96,90
54,62,97,91
49,62,97,96
45,62,76,95
39,62,57,98
34,62,45,99
29,63,45,98
25,63,18,98
24,63,18,100
26,63,8,103
27,63,8,96
31,62,3,97
34,63,3,98
34,63,0,96
34,64,0,98
36,64,0,101
36,64,0,105
37,64,0,103
38,64,0,102
39,64,0,98
40,64,0,97
41,63,0,100
43,64,0,104
45,64,0,99
46,63,0,100
48,63,0,101
49,63,0,98
51,63,0,98
54,63,0,100
55,63,0,102
57,63,0,96
60,64,13,94
59,64,87,93
57,64,99,92
54,64,106,93
47,64,96,95
41,64,73,94
36,64,52,98
32,64,40,99
32,64,40,94
32,64,17,93
30,64,17,97
29,64,7,98
28,64,7,97
30,64,7,98
32,64,2,100
33,64,2,99
33,64,0,96
33,64,0,98
33,64,0,99
35,64,0,98
38,64,0,99
42,64,0,100
46,65,0,98
50,65,0,96
55,65,0,98
59,65,0,99
63,65,0,98
65,64,9,98
64,64,90,93
60,64,104,92
55,64,107,97
50,64,97,95
45,64,78,96
41,64,49,100
38,64,49,104
38,64,49,103
38,64,19,101
38,64,19,101
39,64,8,99
44,64,8,92
49,63,3,94
54,64,3,93
58,64,0,93
63,64,2,97
66,64,35,96
66,64,79,91
66,63,94,92
66,63,98,96
64,63,98,94
62,63,92,92
61,63,93,93
57,63,92,92
53,63,87,91
48,63,85,93
44,64,72,99
41,63,48,99
39,64,34,99
39,64,34,100
38,64,14,97
39,64,4,97
39,65,4,99
41,65,0,101
44,65,0,101
50,65,-2,99
55,64,-2,99
61,65,-2,98
66,64,6,92
69,64,22,94
71,64,82,92
71,65,96,89
72,64,99,92
72,65,97,94
71,64,89,90
69,64,90,89
67,64,90,94
64,64,88,94
59,64,90,94
55,64,92,96
51,64,90,94
48,65,72,93
46,65,59,95
45,65,59,98
44,65,20,96
45,65,20,95
46,65,8,97
48,64,8,94
50,64,3,93
54,64,3,98
59,64,0,101
65,64,2,102
67,64,46,96
70,65,76,92
71,64,90,86
72,65,94,86
72,64,96,91
72,64,93,91
72,64,88,89
71,64,88,91
69,64,89,94
66,64,90,94
64,65,90,93
62,65,93,95
59,65,91,95
55,65,86,93
54,65,86,92
51,65,86,93
49,65,65,95
49,66,65,95
48,66,32,97
48,66,32,99
48,65,11,93
49,65,11,92
50,65,3,97
52,65,3,96
55,65,0,96
60,65,0,98
64,65,-2,97
68,65,68,90
70,65,72,88
72,65,89,92
73,65,96,94
74,65,94,92
74,65,92,93
74,65,92,95
74,65,91,93
75,65,85,91
75,65,86,93
74,65,88,90
73,65,87,88
73,64,86,93
72,65,92,93
70,65,91,92
69,65,87,91
68,65,89,94
69,65,92,92
68,65,87,88
68,66,80,89
67,66,79,91
64,66,80,88
60,66,87,88
58,65,92,91
55,66,98,92
51,66,98,90
50,65,80,95
49,65,47,98
49,65,30,97
49,65,30,96
50,65,30,98
51,65,13,98
52,65,13,93
54,65,6,90
56,66,6,94
58,66,5,93
60,66,6,91
61,66,66,94
62,66,99,93
63,66,98,89
64,65,98,88
65,65,97,88
66,65,90,88
65,65,85,90
66,65,85,91
68,66,85,97
