99,79,0,0
98,78,88,80
95,74,90,98
93,73,91,87
93,71,88,89
93,72,88,89
93,72,93,93
94,71,91,91
94,73,87,88
94,73,93,91
94,72,90,89
94,72,88,92
94,72,92,91
94,73,90,89
93,72,86,88
92,72,88,90
91,72,90,93
90,73,88,88
88,72,91,88
87,73,94,93
84,73,90,89
81,73,89,88
78,73,91,91
71,73,86,88
64,73,89,88
56,73,91,91
50,73,88,92
43,73,60,94
40,73,47,99
38,73,47,98
38,73,17,94
39,73,17,93
39,73,8,92
37,73,8,91
37,73,8,92
37,73,3,98
37,73,3,99
38,73,0,101
40,73,0,101
41,73,0,103
46,73,0,99
51,73,0,99
53,73,0,102
54,73,0,102
58,73,0,97
61,73,2,95
63,73,51,89
65,74,93,90
65,74,99,92
63,74,99,92
59,74,96,91
54,74,88,92
46,74,86,96
26,74,39,103
16,74,7,95
16,75,2,98
17,74,2,96
19,74,0,96
20,75,0,99
24,74,0,100
26,75,0,99
32,75,0,100
32,75,0,104
32,75,0,102
34,75,0,99
40,75,0,102
46,74,0,101
50,74,0,99
54,74,0,102
56,74,0,97
59,74,3,92
58,74,41,93
56,73,91,89
56,74,97,91
51,73,98,95
47,73,78,95
42,73,52,97
33,73,34,100
27,73,11,103
26,73,11,101
27,73,3,100
26,73,3,98
25,73,3,97
23,73,0,97
21,73,0,102
22,73,-2,102
23,73,-2,99
23,73,0,101
23,73,0,99
25,72,0,99
27,72,0,100
30,71,0,97
31,70,0,98
32,69,0,100
34,68,0,101
37,67,0,101
40,66,0,104
43,65,0,105
44,65,0,103
45,65,0,102
47,65,0,101
48,64,0,94
51,64,0,94
54,64,0,97
57,64,0,97
62,63,7,97
65,63,66,96
65,62,96,92
66,62,98,90
62,62,98,91
57,63,94,90
54,64,91,88
49,66,86,90
41,69,61,97
34,70,46,98
31,70,46,100
29,71,18,103
27,71,18,99
25,71,8,98
25,71,8,100
25,71,8,100
26,71,3,98
28,71,3,98
34,71,0,97
39,71,0,95
45,71,0,99
49,71,0,102
53,71,0,102
58,71,0,102
62,71,0,102
65,71,61,93
66,71,73,90
65,71,86,93
62,72,95,91
60,71,98,88
57,71,95,87
54,71,92,90
51,72,90,90
47,72,69,92
41,72,43,99
37,72,43,101
33,72,16,98
30,72,16,100
30,72,7,98
32,72,7,98
38,72,2,101
44,72,2,101
51,72,2,96
56,72,0,97
60,72,0,100
65,73,6,95
67,72,23,92
68,72,69,92
68,72,96,88
67,72,97,86
65,72,94,88
63,72,95,92
60,72,92,93
58,73,91,95
54,73,92,97
51,73,89,93
47,73,75,94
45,73,52,96
46,74,39,91
48,74,39,85
51,75,15,81
55,74,15,83
57,74,7,90
59,74,7,95
62,74,15,99
65,74,57,104
63,74,86,98
59,74,88,95
56,74,91,96
52,74,97,99
50,74,96,99
49,74,74,101
48,74,53,101
46,74,36,93
44,73,36,93
43,73,16,95
43,73,16,93
45,73,16,94
46,73,7,98
48,73,7,101
50,73,2,96
54,73,2,99
59,74,0,97
68,74,2,92
75,73,33,91
79,74,83,91
83,74,97,89
84,74,97,93
84,74,93,97
84,74,91,93
82,74,91,91
81,74,90,93
79,74,86,94
75,74,89,93
73,74,94,95
70,74,94,97
67,74,91,93
65,75,89,91
62,75,90,92
59,75,85,93
58,75,86,91
56,75,91,92
55,75,91,94
54,75,87,89
50,74,87,86
47,74,79,90
45,74,57,95
44,73,44,98
45,73,29,99
45,71,29,100
46,71,13,99
48,70,13,97
51,70,7,98
54,70,7,95
58,70,2,94
64,70,2,94
69,70,14,90
73,70,86,88
76,70,96,90
77,70,102,94
78,69,96,91
78,69,95,91
77,70,92,91
79,70,88,89
79,70,86,89
79,71,84,93
79,72,81,92
77,73,80,89
75,73,85,92
73,74,94,97
70,75,95,95
68,76,94,93
68,77,94,93
67,77,91,88
67,78,82,82
67,79,76,79
66,80,76,82
65,81,82,87
56,82,99,99
51,81,106,104
47,80,79,108
44,81,57,107
46,81,57,101
48,80,29,92
49,80,29,86
