81,64,0,2
81,64,8,14
81,64,57,66
81,63,72,77
81,63,99,84
80,63,98,88
80,63,95,92
81,62,96,99
80,61,93,101
80,61,89,94
81,59,91,96
81,58,91,90
80,57,88,90
80,55,90,95
80,53,90,93
80,53,88,67
80,52,91,53
80,52,96,53
80,53,98,19
80,53,94,19
80,55,94,19
80,55,95,8
80,56,96,8
81,58,89,3
81,59,91,75
81,60,93,81
81,60,90,90
80,61,86,90
80,60,87,91
80,61,92,94
81,62,91,91
80,62,91,89
81,62,95,91
81,61,93,89
81,61,93,89
81,60,94,91
81,61,91,91
82,61,89,86
82,60,89,84
82,60,93,87
82,60,91,88
82,59,89,87
82,58,90,87
81,58,91,90
82,57,90,90
81,56,90,89
81,56,92,92
81,55,91,94
81,54,88,89
81,52,97,63
81,52,99,63
81,52,98,21
81,53,99,21
80,54,99,8
80,54,98,8
80,55,96,8
80,57,98,3
81,58,96,2
81,59,87,62
81,60,86,92
80,61,91,94
81,61,91,93
81,61,92,95
81,62,93,92
81,62,92,87
81,61,90,88
81,61,92,92
81,60,94,89
80,59,93,88
81,59,90,90
80,58,93,90
80,57,92,87
80,56,88,86
81,55,88,88
81,55,91,90
81,52,94,88
81,52,92,87
81,48,93,60
81,47,98,46
81,46,99,46
81,45,96,18
81,45,97,18
81,45,97,8
81,45,94,8
82,47,97,3
82,49,97,3
81,49,94,0
82,53,97,0
81,56,99,0
81,58,98,0
81,60,98,0
81,60,97,8
81,61,92,78
81,61,88,90
81,61,88,96
81,61,94,99
81,60,94,95
81,60,94,90
81,58,96,91
81,58,95,92
81,56,91,91
81,53,89,89
81,50,94,91
81,45,96,74
81,39,98,54
81,35,98,35
82,32,97,35
82,32,96,16
82,30,99,16
82,29,99,7
81,29,98,7
81,29,100,2
81,29,99,2
81,30,96,0
81,32,97,0
81,32,98,0
81,35,97,0
82,38,96,0
81,38,100,0
81,43,101,0
82,44,98,0
82,48,99,0
82,49,100,0
82,50,98,0
82,51,98,0
82,53,101,0
82,54,97,0
82,55,98,0
82,56,102,0
82,57,102,0
81,57,93,55
81,58,93,71
81,57,96,90
81,57,93,95
81,56,90,93
80,52,92,92
81,49,92,84
81,43,93,67
81,43,99,54
81,38,101,54
80,34,102,20
80,28,101,20
80,28,101,8
80,26,99,8
81,23,97,3
81,23,97,3
81,23,97,0
81,23,95,0
81,24,95,0
81,24,97,0
80,24,98,0
80,25,99,0
80,25,102,0
80,26,103,0
81,26,99,0
81,27,101,0
81,28,102,0
80,28,98,0
80,28,99,0
80,29,101,0
80,29,101,0
80,30,99,0
80,30,100,0
80,31,103,0
81,31,101,0
80,33,101,0
80,34,101,0
80,35,98,0
80,35,99,0
80,36,101,0
80,37,99,0
80,38,99,0
80,39,100,0
80,41,101,0
80,41,98,0
80,42,100,0
80,44,103,0
80,44,101,0
79,46,100,0
79,48,102,0
79,49,104,0
79,49,102,0
79,50,102,0
79,51,99,0
79,52,97,0
79,52,99,0
79,53,103,0
78,54,103,0
78,55,96,0
78,56,98,0
78,57,99,0
78,58,96,2
78,58,93,39
78,58,95,83
79,58,93,98
79,57,91,97
80,57,92,96
80,54,92,96
80,50,91,81
81,44,98,56
81,39,101,32
81,36,103,32
81,31,104,32
81,31,104,5
81,28,102,5
81,24,96,5
81,23,98,0
82,23,100,0
81,22,98,0
81,22,97,0
81,23,96,2
81,24,96,2
81,24,98,2
81,25,102,0
81,26,104,0
80,26,97,0
80,28,99,0
81,29,101,0
81,29,99,0
82,30,101,0
81,32,103,0
81,34,99,0
81,35,99,0
81,36,100,0
81,37,99,0
81,38,98,0
82,40,101,0
82,42,103,0
81,42,101,0
81,43,100,0
81,44,98,0
81,44,96,0
80,45,98,0
80,45,99,0
80,48,99,0
80,49,99,0
